"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+5.13750000000E+008, +7.44817958984E-002, +0.00000000000E+000
+5.14375000000E+008, +7.36223362157E-002, +0.00000000000E+000
+5.15000000000E+008, +7.59355264629E-002, +0.00000000000E+000
+5.15625000000E+008, +7.55598122572E-002, +0.00000000000E+000
+5.16250000000E+008, +7.49194787856E-002, +0.00000000000E+000
+5.16875000000E+008, +7.58299141397E-002, +0.00000000000E+000
+5.17500000000E+008, +7.60525707095E-002, +0.00000000000E+000
+5.18125000000E+008, +7.51337982571E-002, +0.00000000000E+000
+5.18750000000E+008, +7.71312587668E-002, +0.00000000000E+000
+5.19375000000E+008, +7.50218342484E-002, +0.00000000000E+000
+5.20000000000E+008, +7.59573553392E-002, +0.00000000000E+000
+5.20625000000E+008, +7.56848757776E-002, +0.00000000000E+000
+5.21250000000E+008, +7.76650519709E-002, +0.00000000000E+000
+5.21875000000E+008, +7.67291005909E-002, +0.00000000000E+000
+5.22500000000E+008, +7.70088014194E-002, +0.00000000000E+000
+5.23125000000E+008, +7.90711028515E-002, +0.00000000000E+000
+5.23750000000E+008, +7.60918261246E-002, +0.00000000000E+000
+5.24375000000E+008, +7.53644607682E-002, +0.00000000000E+000
+5.25000000000E+008, +7.51545685856E-002, +0.00000000000E+000
+5.25625000000E+008, +7.95201084754E-002, +0.00000000000E+000
+5.26250000000E+008, +7.99800252516E-002, +0.00000000000E+000
+5.26875000000E+008, +7.88085301246E-002, +0.00000000000E+000
+5.27500000000E+008, +8.01722970678E-002, +0.00000000000E+000
+5.28125000000E+008, +7.77027380996E-002, +0.00000000000E+000
+5.28750000000E+008, +7.76155088681E-002, +0.00000000000E+000
+5.29375000000E+008, +7.84405550227E-002, +0.00000000000E+000
+5.30000000000E+008, +7.76418792750E-002, +0.00000000000E+000
+5.30625000000E+008, +7.85297251848E-002, +0.00000000000E+000
+5.31250000000E+008, +7.92979052960E-002, +0.00000000000E+000
+5.31875000000E+008, +7.72485630528E-002, +0.00000000000E+000
+5.32500000000E+008, +7.60654536462E-002, +0.00000000000E+000
+5.33125000000E+008, +7.71539680852E-002, +0.00000000000E+000
+5.33750000000E+008, +7.81846439281E-002, +0.00000000000E+000
+5.34375000000E+008, +7.51990985578E-002, +0.00000000000E+000
+5.35000000000E+008, +7.77602625528E-002, +0.00000000000E+000
+5.35625000000E+008, +8.00434546368E-002, +0.00000000000E+000
+5.36250000000E+008, +7.94219652268E-002, +0.00000000000E+000
+5.36875000000E+008, +8.20499701604E-002, +0.00000000000E+000
+5.37500000000E+008, +8.01059752426E-002, +0.00000000000E+000
+5.38125000000E+008, +7.92687534253E-002, +0.00000000000E+000
+5.38750000000E+008, +7.95230730320E-002, +0.00000000000E+000
+5.39375000000E+008, +8.06500114254E-002, +0.00000000000E+000
+5.40000000000E+008, +8.03366835322E-002, +0.00000000000E+000
+5.40625000000E+008, +7.94257017799E-002, +0.00000000000E+000
+5.41250000000E+008, +8.26502431845E-002, +0.00000000000E+000
+5.41875000000E+008, +7.92144090784E-002, +0.00000000000E+000
+5.42500000000E+008, +7.96420777996E-002, +0.00000000000E+000
+5.43125000000E+008, +7.95215184930E-002, +0.00000000000E+000
+5.43750000000E+008, +8.20996738107E-002, +0.00000000000E+000
+5.44375000000E+008, +8.40523646501E-002, +0.00000000000E+000
+5.45000000000E+008, +8.22073185987E-002, +0.00000000000E+000
+5.45625000000E+008, +8.10424817451E-002, +0.00000000000E+000
+5.46250000000E+008, +8.25464609867E-002, +0.00000000000E+000
+5.46875000000E+008, +8.02283077669E-002, +0.00000000000E+000
+5.47500000000E+008, +8.26324939518E-002, +0.00000000000E+000
+5.48125000000E+008, +8.32553237941E-002, +0.00000000000E+000
+5.48750000000E+008, +8.26615791018E-002, +0.00000000000E+000
+5.49375000000E+008, +8.29079462362E-002, +0.00000000000E+000
+5.50000000000E+008, +8.07505243559E-002, +0.00000000000E+000
+5.50625000000E+008, +8.21357634977E-002, +0.00000000000E+000
+5.51250000000E+008, +8.05581934154E-002, +0.00000000000E+000
+5.51875000000E+008, +8.20182343187E-002, +0.00000000000E+000
+5.52500000000E+008, +8.15420100432E-002, +0.00000000000E+000
+5.53125000000E+008, +8.43985645457E-002, +0.00000000000E+000
+5.53750000000E+008, +8.25073047275E-002, +0.00000000000E+000
+5.54375000000E+008, +8.22462267439E-002, +0.00000000000E+000
+5.55000000000E+008, +8.09353943811E-002, +0.00000000000E+000
+5.55625000000E+008, +8.40471139562E-002, +0.00000000000E+000
+5.56250000000E+008, +8.13631875627E-002, +0.00000000000E+000
+5.56875000000E+008, +8.23989097165E-002, +0.00000000000E+000
+5.57500000000E+008, +8.42020370729E-002, +0.00000000000E+000
+5.58125000000E+008, +8.10019828287E-002, +0.00000000000E+000
+5.58750000000E+008, +8.21674476471E-002, +0.00000000000E+000
+5.59375000000E+008, +8.23021474258E-002, +0.00000000000E+000
+5.60000000000E+008, +8.13158227093E-002, +0.00000000000E+000
+5.60625000000E+008, +8.26861312693E-002, +0.00000000000E+000
+5.61250000000E+008, +8.31332591695E-002, +0.00000000000E+000
+5.61875000000E+008, +8.37483748566E-002, +0.00000000000E+000
+5.62500000000E+008, +8.34673775391E-002, +0.00000000000E+000
+5.63125000000E+008, +8.46466219538E-002, +0.00000000000E+000
+5.63750000000E+008, +8.85722510210E-002, +0.00000000000E+000
+5.64375000000E+008, +8.70847517113E-002, +0.00000000000E+000
+5.65000000000E+008, +8.33485717059E-002, +0.00000000000E+000
+5.65625000000E+008, +8.46538495263E-002, +0.00000000000E+000
+5.66250000000E+008, +8.43211402573E-002, +0.00000000000E+000
+5.66875000000E+008, +8.58040132367E-002, +0.00000000000E+000
+5.67500000000E+008, +8.67618022674E-002, +0.00000000000E+000
+5.68125000000E+008, +8.64355223806E-002, +0.00000000000E+000
+5.68750000000E+008, +8.43841507368E-002, +0.00000000000E+000
+5.69375000000E+008, +8.68008319182E-002, +0.00000000000E+000
+5.70000000000E+008, +8.52001708363E-002, +0.00000000000E+000
+5.70625000000E+008, +8.65929423359E-002, +0.00000000000E+000
+5.71250000000E+008, +8.78652378693E-002, +0.00000000000E+000
+5.71875000000E+008, +8.47210816550E-002, +0.00000000000E+000
+5.72500000000E+008, +8.52672547462E-002, +0.00000000000E+000
+5.73125000000E+008, +8.84272133929E-002, +0.00000000000E+000
+5.73750000000E+008, +8.96949276751E-002, +0.00000000000E+000
+5.74375000000E+008, +8.65816661320E-002, +0.00000000000E+000
+5.75000000000E+008, +8.66698145047E-002, +0.00000000000E+000
+5.75625000000E+008, +8.62693364419E-002, +0.00000000000E+000
+5.76250000000E+008, +8.68619099019E-002, +0.00000000000E+000
+5.76875000000E+008, +8.79702390775E-002, +0.00000000000E+000
+5.77500000000E+008, +8.84746536055E-002, +0.00000000000E+000
+5.78125000000E+008, +8.48596719374E-002, +0.00000000000E+000
+5.78750000000E+008, +8.81448469578E-002, +0.00000000000E+000
+5.79375000000E+008, +8.75931562104E-002, +0.00000000000E+000
+5.80000000000E+008, +8.92937684324E-002, +0.00000000000E+000
+5.80625000000E+008, +8.91877171296E-002, +0.00000000000E+000
+5.81250000000E+008, +8.77567646534E-002, +0.00000000000E+000
+5.81875000000E+008, +8.77425584161E-002, +0.00000000000E+000
+5.82500000000E+008, +8.73921960638E-002, +0.00000000000E+000
+5.83125000000E+008, +8.88342858452E-002, +0.00000000000E+000
+5.83750000000E+008, +8.73641116325E-002, +0.00000000000E+000
+5.84375000000E+008, +8.58535068098E-002, +0.00000000000E+000
+5.85000000000E+008, +8.90377617369E-002, +0.00000000000E+000
+5.85625000000E+008, +8.81590659445E-002, +0.00000000000E+000
+5.86250000000E+008, +9.07539106361E-002, +0.00000000000E+000
+5.86875000000E+008, +8.86434857995E-002, +0.00000000000E+000
+5.87500000000E+008, +8.85704010702E-002, +0.00000000000E+000
+5.88125000000E+008, +8.87182278707E-002, +0.00000000000E+000
+5.88750000000E+008, +8.89338556149E-002, +0.00000000000E+000
+5.89375000000E+008, +8.87384649745E-002, +0.00000000000E+000
+5.90000000000E+008, +9.04556518273E-002, +0.00000000000E+000
+5.90625000000E+008, +8.83188052637E-002, +0.00000000000E+000
+5.91250000000E+008, +8.95109133285E-002, +0.00000000000E+000
+5.91875000000E+008, +9.22167458046E-002, +0.00000000000E+000
+5.92500000000E+008, +8.82655579260E-002, +0.00000000000E+000
+5.93125000000E+008, +9.09002729657E-002, +0.00000000000E+000
+5.93750000000E+008, +9.10279203735E-002, +0.00000000000E+000
+5.94375000000E+008, +9.00884000960E-002, +0.00000000000E+000
+5.95000000000E+008, +9.14738881010E-002, +0.00000000000E+000
+5.95625000000E+008, +8.89770854666E-002, +0.00000000000E+000
+5.96250000000E+008, +8.86305821559E-002, +0.00000000000E+000
+5.96875000000E+008, +9.12775443440E-002, +0.00000000000E+000
+5.97500000000E+008, +9.13822848446E-002, +0.00000000000E+000
+5.98125000000E+008, +9.14996559510E-002, +0.00000000000E+000
+5.98750000000E+008, +8.91840645555E-002, +0.00000000000E+000
+5.99375000000E+008, +9.17838740280E-002, +0.00000000000E+000
+6.00000000000E+008, +9.25595178646E-002, +0.00000000000E+000
+6.00625000000E+008, +9.32768810609E-002, +0.00000000000E+000
+6.01250000000E+008, +9.24854791277E-002, +0.00000000000E+000
+6.01875000000E+008, +9.13295056128E-002, +0.00000000000E+000
+6.02500000000E+008, +9.07434266254E-002, +0.00000000000E+000
+6.03125000000E+008, +9.22391721144E-002, +0.00000000000E+000
+6.03750000000E+008, +9.14066461963E-002, +0.00000000000E+000
+6.04375000000E+008, +9.19492565002E-002, +0.00000000000E+000
+6.05000000000E+008, +9.11333369326E-002, +0.00000000000E+000
+6.05625000000E+008, +9.16460178512E-002, +0.00000000000E+000
+6.06250000000E+008, +9.19545694650E-002, +0.00000000000E+000
+6.06875000000E+008, +9.16889355066E-002, +0.00000000000E+000
+6.07500000000E+008, +9.39249472170E-002, +0.00000000000E+000
+6.08125000000E+008, +9.12791363097E-002, +0.00000000000E+000
+6.08750000000E+008, +9.12217430277E-002, +0.00000000000E+000
+6.09375000000E+008, +9.30407411359E-002, +0.00000000000E+000
+6.10000000000E+008, +9.33227573766E-002, +0.00000000000E+000
+6.10625000000E+008, +9.38984148852E-002, +0.00000000000E+000
+6.11250000000E+008, +9.34390429812E-002, +0.00000000000E+000
+6.11875000000E+008, +9.56787527477E-002, +0.00000000000E+000
+6.12500000000E+008, +9.46279270998E-002, +0.00000000000E+000
+6.13125000000E+008, +9.24456090034E-002, +0.00000000000E+000
+6.13750000000E+008, +9.20195069763E-002, +0.00000000000E+000
+6.14375000000E+008, +9.36524665066E-002, +0.00000000000E+000
+6.15000000000E+008, +9.49932597009E-002, +0.00000000000E+000
+6.15625000000E+008, +9.40675332511E-002, +0.00000000000E+000
+6.16250000000E+008, +9.23991218961E-002, +0.00000000000E+000
+6.16875000000E+008, +9.57707322161E-002, +0.00000000000E+000
+6.17500000000E+008, +9.68326162657E-002, +0.00000000000E+000
+6.18125000000E+008, +9.23775637344E-002, +0.00000000000E+000
+6.18750000000E+008, +9.43962150868E-002, +0.00000000000E+000
+6.19375000000E+008, +9.49292000441E-002, +0.00000000000E+000
+6.20000000000E+008, +9.55306476360E-002, +0.00000000000E+000
+6.20625000000E+008, +9.60719033618E-002, +0.00000000000E+000
+6.21250000000E+008, +9.20749752348E-002, +0.00000000000E+000
+6.21875000000E+008, +9.62922211588E-002, +0.00000000000E+000
+6.22500000000E+008, +9.59072609309E-002, +0.00000000000E+000
+6.23125000000E+008, +9.58094278655E-002, +0.00000000000E+000
+6.23750000000E+008, +9.67608103002E-002, +0.00000000000E+000
+6.24375000000E+008, +9.51045802541E-002, +0.00000000000E+000
+6.25000000000E+008, +9.57330270471E-002, +0.00000000000E+000
+6.25625000000E+008, +9.71193405023E-002, +0.00000000000E+000
+6.26250000000E+008, +9.74499081154E-002, +0.00000000000E+000
+6.26875000000E+008, +9.44282423505E-002, +0.00000000000E+000
+6.27500000000E+008, +9.60072752674E-002, +0.00000000000E+000
+6.28125000000E+008, +9.76285967091E-002, +0.00000000000E+000
+6.28750000000E+008, +9.51111624234E-002, +0.00000000000E+000
+6.29375000000E+008, +9.51778978275E-002, +0.00000000000E+000
+6.30000000000E+008, +9.71601676175E-002, +0.00000000000E+000
+6.30625000000E+008, +9.47703957220E-002, +0.00000000000E+000
+6.31250000000E+008, +9.52901299031E-002, +0.00000000000E+000
+6.31875000000E+008, +9.63428515043E-002, +0.00000000000E+000
+6.32500000000E+008, +9.43526754295E-002, +0.00000000000E+000
+6.33125000000E+008, +9.80992069278E-002, +0.00000000000E+000
+6.33750000000E+008, +9.70654271904E-002, +0.00000000000E+000
+6.34375000000E+008, +9.79980589786E-002, +0.00000000000E+000
+6.35000000000E+008, +9.60382084592E-002, +0.00000000000E+000
+6.35625000000E+008, +9.71123491752E-002, +0.00000000000E+000
+6.36250000000E+008, +9.60852918062E-002, +0.00000000000E+000
+6.36875000000E+008, +9.72461634170E-002, +0.00000000000E+000
+6.37500000000E+008, +9.68346515453E-002, +0.00000000000E+000
+6.38125000000E+008, +9.64117975883E-002, +0.00000000000E+000
+6.38750000000E+008, +9.91535334322E-002, +0.00000000000E+000
+6.39375000000E+008, +9.79858873946E-002, +0.00000000000E+000
+6.40000000000E+008, +9.79080996609E-002, +0.00000000000E+000
+6.40625000000E+008, +9.82539504623E-002, +0.00000000000E+000
+6.41250000000E+008, +9.95893615117E-002, +0.00000000000E+000
+6.41875000000E+008, +9.61160501449E-002, +0.00000000000E+000
+6.42500000000E+008, +9.80136736361E-002, +0.00000000000E+000
+6.43125000000E+008, +9.79961529794E-002, +0.00000000000E+000
+6.43750000000E+008, +9.73300224308E-002, +0.00000000000E+000
+6.44375000000E+008, +9.58854010152E-002, +0.00000000000E+000
+6.45000000000E+008, +9.70721031404E-002, +0.00000000000E+000
+6.45625000000E+008, +9.63321287946E-002, +0.00000000000E+000
+6.46250000000E+008, +9.96839500149E-002, +0.00000000000E+000
+6.46875000000E+008, +1.00243898587E-001, +0.00000000000E+000
+6.47500000000E+008, +9.84800896011E-002, +0.00000000000E+000
+6.48125000000E+008, +9.94243018811E-002, +0.00000000000E+000
+6.48750000000E+008, +9.76361760339E-002, +0.00000000000E+000
+6.49375000000E+008, +1.01370399726E-001, +0.00000000000E+000
+6.50000000000E+008, +9.88239623230E-002, +0.00000000000E+000
+6.50625000000E+008, +9.93536601420E-002, +0.00000000000E+000
+6.51250000000E+008, +1.00619152225E-001, +0.00000000000E+000
+6.51875000000E+008, +9.83432640000E-002, +0.00000000000E+000
+6.52500000000E+008, +1.00260414879E-001, +0.00000000000E+000
+6.53125000000E+008, +1.00549908096E-001, +0.00000000000E+000
+6.53750000000E+008, +9.98487666083E-002, +0.00000000000E+000
+6.54375000000E+008, +9.96115808405E-002, +0.00000000000E+000
+6.55000000000E+008, +1.01393979495E-001, +0.00000000000E+000
+6.55625000000E+008, +1.00300665937E-001, +0.00000000000E+000
+6.56250000000E+008, +9.94474272039E-002, +0.00000000000E+000
+6.56875000000E+008, +9.87474354811E-002, +0.00000000000E+000
+6.57500000000E+008, +9.82162037167E-002, +0.00000000000E+000
+6.58125000000E+008, +1.01081418481E-001, +0.00000000000E+000
+6.58750000000E+008, +1.00592592707E-001, +0.00000000000E+000
+6.59375000000E+008, +1.01828225638E-001, +0.00000000000E+000
+6.60000000000E+008, +1.02930938374E-001, +0.00000000000E+000
+6.60625000000E+008, +1.00852315132E-001, +0.00000000000E+000
+6.61250000000E+008, +1.01306012070E-001, +0.00000000000E+000
+6.61875000000E+008, +9.91632445798E-002, +0.00000000000E+000
+6.62500000000E+008, +1.01201922731E-001, +0.00000000000E+000
+6.63125000000E+008, +1.02911475570E-001, +0.00000000000E+000
+6.63750000000E+008, +1.01243504406E-001, +0.00000000000E+000
+6.64375000000E+008, +1.01741228062E-001, +0.00000000000E+000
+6.65000000000E+008, +1.00984567627E-001, +0.00000000000E+000
+6.65625000000E+008, +1.01774509676E-001, +0.00000000000E+000
+6.66250000000E+008, +1.02225137900E-001, +0.00000000000E+000
+6.66875000000E+008, +1.00723869363E-001, +0.00000000000E+000
+6.67500000000E+008, +1.01604285347E-001, +0.00000000000E+000
+6.68125000000E+008, +1.03922430578E-001, +0.00000000000E+000
+6.68750000000E+008, +1.04951444504E-001, +0.00000000000E+000
+6.69375000000E+008, +1.04434990995E-001, +0.00000000000E+000
+6.70000000000E+008, +1.03671180450E-001, +0.00000000000E+000
+6.70625000000E+008, +1.03867190706E-001, +0.00000000000E+000
+6.71250000000E+008, +1.03468789072E-001, +0.00000000000E+000
+6.71875000000E+008, +1.04982085722E-001, +0.00000000000E+000
+6.72500000000E+008, +1.04781619333E-001, +0.00000000000E+000
+6.73125000000E+008, +1.04017745416E-001, +0.00000000000E+000
+6.73750000000E+008, +1.05731449190E-001, +0.00000000000E+000
+6.74375000000E+008, +1.05248445724E-001, +0.00000000000E+000
+6.75000000000E+008, +1.02786164567E-001, +0.00000000000E+000
+6.75625000000E+008, +1.04012906020E-001, +0.00000000000E+000
+6.76250000000E+008, +1.04672325167E-001, +0.00000000000E+000
+6.76875000000E+008, +1.04255317923E-001, +0.00000000000E+000
+6.77500000000E+008, +1.06161427490E-001, +0.00000000000E+000
+6.78125000000E+008, +1.04924074061E-001, +0.00000000000E+000
+6.78750000000E+008, +1.03895993232E-001, +0.00000000000E+000
+6.79375000000E+008, +1.05350957050E-001, +0.00000000000E+000
+6.80000000000E+008, +1.04478911724E-001, +0.00000000000E+000
+6.80625000000E+008, +1.04039943563E-001, +0.00000000000E+000
+6.81250000000E+008, +1.06740035240E-001, +0.00000000000E+000
+6.81875000000E+008, +1.04481792911E-001, +0.00000000000E+000
+6.82500000000E+008, +1.04694391627E-001, +0.00000000000E+000
+6.83125000000E+008, +1.06372231786E-001, +0.00000000000E+000
+6.83750000000E+008, +1.05946672318E-001, +0.00000000000E+000
+6.84375000000E+008, +1.06464357884E-001, +0.00000000000E+000
+6.85000000000E+008, +1.05752236035E-001, +0.00000000000E+000
+6.85625000000E+008, +1.07020858007E-001, +0.00000000000E+000
+6.86250000000E+008, +1.06737488072E-001, +0.00000000000E+000
+6.86875000000E+008, +1.07708874181E-001, +0.00000000000E+000
+6.87500000000E+008, +1.06892217621E-001, +0.00000000000E+000
+6.88125000000E+008, +1.08316415684E-001, +0.00000000000E+000
+6.88750000000E+008, +1.10791883169E-001, +0.00000000000E+000
+6.89375000000E+008, +1.08271138998E-001, +0.00000000000E+000
+6.90000000000E+008, +1.06303122298E-001, +0.00000000000E+000
+6.90625000000E+008, +1.07315631950E-001, +0.00000000000E+000
+6.91250000000E+008, +1.07901948963E-001, +0.00000000000E+000
+6.91875000000E+008, +1.10162023827E-001, +0.00000000000E+000
+6.92500000000E+008, +1.06796666660E-001, +0.00000000000E+000
+6.93125000000E+008, +1.05418053844E-001, +0.00000000000E+000
+6.93750000000E+008, +1.07761069662E-001, +0.00000000000E+000
+6.94375000000E+008, +1.08759019298E-001, +0.00000000000E+000
+6.95000000000E+008, +1.07476531418E-001, +0.00000000000E+000
+6.95625000000E+008, +1.10340695237E-001, +0.00000000000E+000
+6.96250000000E+008, +1.10825972411E-001, +0.00000000000E+000
+6.96875000000E+008, +1.11100988011E-001, +0.00000000000E+000
+6.97500000000E+008, +1.08368442863E-001, +0.00000000000E+000
+6.98125000000E+008, +1.07569178551E-001, +0.00000000000E+000
+6.98750000000E+008, +1.08454131445E-001, +0.00000000000E+000
+6.99375000000E+008, +1.11034826753E-001, +0.00000000000E+000
+7.00000000000E+008, +1.11523185228E-001, +0.00000000000E+000
+7.00625000000E+008, +1.09767871994E-001, +0.00000000000E+000
+7.01250000000E+008, +1.09019967194E-001, +0.00000000000E+000
+7.01875000000E+008, +1.08049785701E-001, +0.00000000000E+000
+7.02500000000E+008, +1.12728039403E-001, +0.00000000000E+000
+7.03125000000E+008, +1.10001097503E-001, +0.00000000000E+000
+7.03750000000E+008, +1.08626256152E-001, +0.00000000000E+000
+7.04375000000E+008, +1.10979333310E-001, +0.00000000000E+000
+7.05000000000E+008, +1.11811853512E-001, +0.00000000000E+000
+7.05625000000E+008, +1.10488958063E-001, +0.00000000000E+000
+7.06250000000E+008, +1.09654572609E-001, +0.00000000000E+000
+7.06875000000E+008, +1.10812413074E-001, +0.00000000000E+000
+7.07500000000E+008, +1.09797028360E-001, +0.00000000000E+000
+7.08125000000E+008, +1.11603658315E-001, +0.00000000000E+000
+7.08750000000E+008, +1.12317487978E-001, +0.00000000000E+000
+7.09375000000E+008, +1.10582751006E-001, +0.00000000000E+000
+7.10000000000E+008, +1.12701207064E-001, +0.00000000000E+000
+7.10625000000E+008, +1.12030046551E-001, +0.00000000000E+000
+7.11250000000E+008, +1.12381846777E-001, +0.00000000000E+000
+7.11875000000E+008, +1.10717138996E-001, +0.00000000000E+000
+7.12500000000E+008, +1.14287802255E-001, +0.00000000000E+000
+7.13125000000E+008, +1.10637366739E-001, +0.00000000000E+000
+7.13750000000E+008, +1.11655466256E-001, +0.00000000000E+000
+7.14375000000E+008, +1.10228433140E-001, +0.00000000000E+000
+7.15000000000E+008, +1.11733093592E-001, +0.00000000000E+000
+7.15625000000E+008, +1.15212302337E-001, +0.00000000000E+000
+7.16250000000E+008, +1.10454357891E-001, +0.00000000000E+000
+7.16875000000E+008, +1.14805212306E-001, +0.00000000000E+000
+7.17500000000E+008, +1.13192413499E-001, +0.00000000000E+000
+7.18125000000E+008, +1.11548868610E-001, +0.00000000000E+000
+7.18750000000E+008, +1.12063272301E-001, +0.00000000000E+000
+7.19375000000E+008, +1.11968525232E-001, +0.00000000000E+000
+7.20000000000E+008, +1.11408722623E-001, +0.00000000000E+000
+7.20625000000E+008, +1.13391094841E-001, +0.00000000000E+000
+7.21250000000E+008, +1.13402057334E-001, +0.00000000000E+000
+7.21875000000E+008, +1.13392122622E-001, +0.00000000000E+000
+7.22500000000E+008, +1.13928943292E-001, +0.00000000000E+000
+7.23125000000E+008, +1.14100113574E-001, +0.00000000000E+000
+7.23750000000E+008, +1.15871306352E-001, +0.00000000000E+000
+7.24375000000E+008, +1.13469804986E-001, +0.00000000000E+000
+7.25000000000E+008, +1.14287429550E-001, +0.00000000000E+000
+7.25625000000E+008, +1.14952141909E-001, +0.00000000000E+000
+7.26250000000E+008, +1.16232989496E-001, +0.00000000000E+000
+7.26875000000E+008, +1.14534727740E-001, +0.00000000000E+000
+7.27500000000E+008, +1.12573543825E-001, +0.00000000000E+000
+7.28125000000E+008, +1.15423220053E-001, +0.00000000000E+000
+7.28750000000E+008, +1.16075578306E-001, +0.00000000000E+000
+7.29375000000E+008, +1.15807084379E-001, +0.00000000000E+000
+7.30000000000E+008, +1.18105598684E-001, +0.00000000000E+000
+7.30625000000E+008, +1.16476300191E-001, +0.00000000000E+000
+7.31250000000E+008, +1.16155561267E-001, +0.00000000000E+000
+7.31875000000E+008, +1.14426823454E-001, +0.00000000000E+000
+7.32500000000E+008, +1.15692363339E-001, +0.00000000000E+000
+7.33125000000E+008, +1.16947963800E-001, +0.00000000000E+000
+7.33750000000E+008, +1.16244063962E-001, +0.00000000000E+000
+7.34375000000E+008, +1.17649653556E-001, +0.00000000000E+000
+7.35000000000E+008, +1.19640004303E-001, +0.00000000000E+000
+7.35625000000E+008, +1.16597225318E-001, +0.00000000000E+000
+7.36250000000E+008, +1.18443379285E-001, +0.00000000000E+000
+7.36875000000E+008, +1.16457395511E-001, +0.00000000000E+000
+7.37500000000E+008, +1.14705057592E-001, +0.00000000000E+000
+7.38125000000E+008, +1.15547528599E-001, +0.00000000000E+000
+7.38750000000E+008, +1.17199095273E-001, +0.00000000000E+000
+7.39375000000E+008, +1.18584422490E-001, +0.00000000000E+000
+7.40000000000E+008, +1.16258451615E-001, +0.00000000000E+000
+7.40625000000E+008, +1.17879593062E-001, +0.00000000000E+000
+7.41250000000E+008, +1.17630746238E-001, +0.00000000000E+000
+7.41875000000E+008, +1.18882789653E-001, +0.00000000000E+000
+7.42500000000E+008, +1.18458872295E-001, +0.00000000000E+000
+7.43125000000E+008, +1.20091579068E-001, +0.00000000000E+000
+7.43750000000E+008, +1.16661005251E-001, +0.00000000000E+000
+7.44375000000E+008, +1.17055661709E-001, +0.00000000000E+000
+7.45000000000E+008, +1.18712676943E-001, +0.00000000000E+000
+7.45625000000E+008, +1.19391358434E-001, +0.00000000000E+000
+7.46250000000E+008, +1.20405261339E-001, +0.00000000000E+000
+7.46875000000E+008, +1.19986844103E-001, +0.00000000000E+000
+7.47500000000E+008, +1.19728691922E-001, +0.00000000000E+000
+7.48125000000E+008, +1.20589119834E-001, +0.00000000000E+000
+7.48750000000E+008, +1.19341036347E-001, +0.00000000000E+000
+7.49375000000E+008, +1.18379780803E-001, +0.00000000000E+000
+7.50000000000E+008, +1.18872609508E-001, +0.00000000000E+000
+7.50625000000E+008, +1.21411412930E-001, +0.00000000000E+000
+7.51250000000E+008, +1.19653998051E-001, +0.00000000000E+000
+7.51875000000E+008, +1.20525932371E-001, +0.00000000000E+000
+7.52500000000E+008, +1.19612512196E-001, +0.00000000000E+000
+7.53125000000E+008, +1.19328848031E-001, +0.00000000000E+000
+7.53750000000E+008, +1.19524696716E-001, +0.00000000000E+000
+7.54375000000E+008, +1.20882466158E-001, +0.00000000000E+000
+7.55000000000E+008, +1.19836578476E-001, +0.00000000000E+000
+7.55625000000E+008, +1.19204598433E-001, +0.00000000000E+000
+7.56250000000E+008, +1.19075597513E-001, +0.00000000000E+000
+7.56875000000E+008, +1.19627209970E-001, +0.00000000000E+000
+7.57500000000E+008, +1.20256476573E-001, +0.00000000000E+000
+7.58125000000E+008, +1.22874925952E-001, +0.00000000000E+000
+7.58750000000E+008, +1.19990306790E-001, +0.00000000000E+000
+7.59375000000E+008, +1.24358857051E-001, +0.00000000000E+000
+7.60000000000E+008, +1.21560942686E-001, +0.00000000000E+000
+7.60625000000E+008, +1.22236557198E-001, +0.00000000000E+000
+7.61250000000E+008, +1.21799494710E-001, +0.00000000000E+000
+7.61875000000E+008, +1.23504201706E-001, +0.00000000000E+000
+7.62500000000E+008, +1.20098447255E-001, +0.00000000000E+000
+7.63125000000E+008, +1.22525121206E-001, +0.00000000000E+000
+7.63750000000E+008, +1.21532412668E-001, +0.00000000000E+000
+7.64375000000E+008, +1.26863315825E-001, +0.00000000000E+000
+7.65000000000E+008, +1.21080859102E-001, +0.00000000000E+000
+7.65625000000E+008, +1.24984160833E-001, +0.00000000000E+000
+7.66250000000E+008, +1.24658378696E-001, +0.00000000000E+000
+7.66875000000E+008, +1.20672251746E-001, +0.00000000000E+000
+7.67500000000E+008, +1.23020066612E-001, +0.00000000000E+000
+7.68125000000E+008, +1.23424856711E-001, +0.00000000000E+000
+7.68750000000E+008, +1.24848087100E-001, +0.00000000000E+000
+7.69375000000E+008, +1.24088579329E-001, +0.00000000000E+000
+7.70000000000E+008, +1.26339241800E-001, +0.00000000000E+000
+7.70625000000E+008, +1.24906377647E-001, +0.00000000000E+000
+7.71250000000E+008, +1.25160670672E-001, +0.00000000000E+000
+7.71875000000E+008, +1.25431094364E-001, +0.00000000000E+000
+7.72500000000E+008, +1.23750386678E-001, +0.00000000000E+000
+7.73125000000E+008, +1.22087120707E-001, +0.00000000000E+000
+7.73750000000E+008, +1.22944677583E-001, +0.00000000000E+000
+7.74375000000E+008, +1.23161443171E-001, +0.00000000000E+000
+7.75000000000E+008, +1.23385314510E-001, +0.00000000000E+000
+7.75625000000E+008, +1.27588416432E-001, +0.00000000000E+000
+7.76250000000E+008, +1.24514395002E-001, +0.00000000000E+000
+7.76875000000E+008, +1.25520821226E-001, +0.00000000000E+000
+7.77500000000E+008, +1.25610481429E-001, +0.00000000000E+000
